line_number,status,reasons,left_or_columns,right
5870,rejected,source_tag,"ᎠᎴ ᎥᏝ ᎾᏍᎩᏉ ᏱᏂᎦᎥ, ᎾᏍᏉᏍᎩᏂ ᏚᎾᏓᏡᏩᏗᏒ ᏧᎾᏁᎶᏗ ᎬᏩᏑᏰᏒᎩ ᎠᏴ ᎢᏧᎳᎭ ᎣᎨᏅᏍᏗᏱ ᎣᎩᏴᏍᏗᏱ ᎯᎠ ᎾᏍᎩ ᎠᏓᏁᏗ, ᎾᏍᎩ ᏥᏙᎩᎸᏫᏍᏓᏁᎭ, ᎦᎸᏉᏗᏳ ᎢᏳᎵᏍᏙᏗᏱ ᎤᎬᏫᏳᎯ ᎤᏩᏒ, ᎠᎴ [ᎬᏂᎨᏒ ᎢᎬᏩᏁᏗᏱ] ᎢᏣᎵᎦᎵᏴᏒ ᏙᏗᏣᏓᏅᏛᎢ;","and not only so, but who was also appointed by the churches to travel with us in the matter of this grace, which is ministered by us to the glory of the Lord, and to show our readiness:"
5877,rejected,source_tag,"ᎦᏔᏎᏰᏃ ᏗᎦᎵᏱᏳ ᎨᏒ ᏕᏣᏓᏅᏛᎢ, ᎾᏍᎩ ᎢᏨᏁᎢᏍᏗᏍᎬ ᎹᏏᏙᏂ ᎠᏁᎯ ᎦᏥᏯᏢᏈᏌᎭ, [ᎦᏥᏃᏁᎭ] ᎾᏍᎩ ᎡᎧᏯ ᎿᏉ ᏑᏕᏘᏴᏛ ᎬᏩᏛᏅᎢᏍᏔᏅᎯ ᎨᏒᎢ; ᎠᎴ ᏂᎯ ᎤᎵᏂᎩᏛ ᎢᏣᏓᏅᏛ ᎤᏂᏣᏔ ᎤᏂᏖᎸᏅ.","for I know your readiness, of which I glory on your behalf to them of Macedonia, that Achaia hath been prepared for a year past; and your zeal hath stirred up very many of them."
5881,rejected,source_tag,"ᎯᎠᏍᎩᏂ [ᏄᏍᏗ;] ᎩᎶ ᎦᏲᎵ ᎠᏫᏍᎩ, ᎾᏍᎩ Ꮎ ᎾᏍᏉ ᎦᏲᎵ ᎤᏍᏚᏕᏍᏗ ᎨᏎᏍᏗ; ᎠᎴ ᎩᎶ ᎤᎪᏗ ᎠᏫᏍᎩ ᎾᏍᎩ Ꮎ ᎾᏍᏉ ᎤᏍᎫᏕᏍᏗ ᎨᏎᏍᏗ.","But this I say, He that soweth sparingly shall reap also sparingly; and he that soweth bountifully shall reap also bountifully."
5882,rejected,source_tag,"ᎾᏂᎥ ᎩᎶ ᎾᏍᎩᏯ ᏄᏍᏛ ᎠᎾᏓᏅᏖᏍᎬ ᏧᏂᎾᏫᏱ [ᎠᏂᎲᏍᎨᏍᏗ;] ᎥᏝᏍᏗ ᏝᏉ ᎤᏂᏰᎸᎯ, ᎥᏝ ᎠᎴ ᎠᏎ ᎤᏂᏗᏱ ᏥᏂᎨᎬᏁᎰ ᎢᏳᏍᏗ; ᎤᏁᎳᏅᎯᏰᏃ ᎤᎨᏳᎭ ᎤᎦᎵᏍᏗ ᎤᏓᏁᏘ ᎠᎲᏍᎩ.","Let each man do according as he hath purposed in his heart: not grudgingly, or of necessity: for God loveth a cheerful giver."
5928,rejected,source_tag,"ᎤᏁᎳᎩᏰᏃ ᎢᏤᎵᏍᎪ ᎢᏳᏃ ᎩᎶ ᏱᏗᏥᎾᏢᏅ, ᎢᏳᏃ ᎩᎶ ᎠᏒᎭ ᏱᏂᏨᏁᎸ, ᎢᏳᏃ ᎩᎶ [ᎪᎱᏍᏗ ᎢᏥᎲ] ᏱᏥᎩᎡᎸ, ᎢᏳᏃ ᎩᎶ ᎤᏩᏒ ᏳᏓᎵᏌᎳᏓᏅ, ᎢᏳᏃ ᎩᎶ ᏕᏣᎧᏛ ᏱᏨᏂᎸ.","For ye bear with a man, if he bringeth you into bondage, if he devoureth you, if he taketh you captive, if he exalteth himself, if he smiteth you on the face."
5942,rejected,source_tag,ᎥᏝ ᎬᏩᏓᏍᏕᎸᏗ ᏱᎩ ᎤᏙᎯᏳᎯ ᎠᏆᏢᏈᏍᏗᏱ; ᎾᏍᎩ ᎢᏳᏍᏗ ᏓᏥᏁᎢᏍᏔᏂ [ᎩᎶ] ᎤᏁᎳᏫᏎᎸ ᎠᎴ ᎤᎬᏫᏳᎯ ᎬᏂᎨᏒ ᏄᏩᏁᎸᎢ.,"I must needs glory, though it is not expedient; but I will come to visions and revelations of the Lord."
5960,rejected,source_tag,"ᎠᎴᏬ, ᏥᎪ ᎣᏣᎵᏍᏕᎵ ᎢᏤᎵᎭ ᎢᏥᎦᏔᎲᎢ? ᎤᏁᎳᏅᎯ ᎠᎦᏔᎲ ᎣᏥᏁᎦ ᎦᎶᏁᏛ ᏧᏪᏲᏅᎯ ᎾᏍᎩᏯᎢ; ᎠᏎᏃ ᎢᏨᎨᏳᎢ, ᏂᎦᎥ ᏂᎯ ᎢᏣᎵᏂᎯᏍᏙᏗ ᎤᎬᏩᎵ [ᎣᏥᏁᎦ.]","Ye think all this time that we are excusing ourselves unto you. In the sight of God speak we in Christ. But all things, beloved, are for your edifying."
5962,rejected,source_tag,"ᎠᎴ [ᏥᎾᏰᏍᎦ.] ᏔᎵᏁ ᏫᏥᎷᏨᎭ, ᎠᏆᏁᎳᏅᎯ ᎠᏆᏕᎰᎯᏍᏙᏗᏱ ᎢᏥᎦᏔᎲᎢ, ᎠᎴ ᎦᏥᏍᎪᏂᏍᏗᏱ ᎤᏂᏣᏘ ᎦᏳᎳ ᎤᏂᏍᎦᏅᏨᎯ ᏥᎩ, ᎠᎴ ᎤᏲ ᏄᏂᏰᎸᏅᎾ ᏥᎩ ᎦᏓᎭ ᏄᎾᏛᏁᎸᎢ, ᎠᎴ ᎤᏕᎵᏛ ᏚᎾᏂᏏᏅᎢ, ᎠᎴ ᎤᎾᎵᏐᏢᎢᏍᏔᏅᎢ.","lest again when I come my God should humble me before you, and I should mourn for many of them that have sinned heretofore, and repented not of the uncleanness and fornication and lasciviousness which they committed."
6007,rejected,source_tag,"Ꭰ-ᏍᎩᏂ ᎢᏗᏢ, ᎤᏂᎪᎲ ᎾᏍᎩ ᎣᏍᏛ ᎧᏃᎮᏛ ᏂᏗᎨᏥᎤᏍᏕᏎᎸᎾ [ᎤᎾᏛᎪᏗᏱ] ᎠᏴ ᎥᏆᎨᏅᏛᎢ, ᎾᏍᎩᏯ ᏗᎨᏥᏅᏍᏕᏎᎸᎯ [ᎤᎾᏛᎪᏗᏱ] ᎣᏍᏛ ᎧᏃᎮᏛ ᏈᏓ ᏣᎦᎨᏅᏕᎢ;","but contrariwise, when they saw that I had been intrusted with the gospel of the uncircumcision, even as Peter with the gospel of the circumcision"
6010,rejected,source_tag,"ᏑᏓᎴᎩᏍᎩᏂᏃᏅ [ᎤᎾᏚᎵᏍᎬᎩ,] ᎾᏍᎩ ᏦᏍᏓᏅᏓᏗᏍᏗᏱ ᎤᏲ ᎢᏳᎾᏛᎿᏕᎩ; ᎾᏍᎩᏯ ᎾᏍᏉ ᎠᏆᎵᎦᎵᏴᏒᎩ ᎾᏍᎩ ᎢᏯᏆᏛᏁᏗᏱ.",only they would that we should remember the poor; which very thing I was also zealous to do.
6040,rejected,source_tag,"ᎪᏙᏃ ᎬᏙᏗ ᏗᎧᎿᏩᏛᏍᏗ? ᎠᏍᎦᏅᎢᏍᏗ ᎨᏒ ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᏫᎫᏓᏔᏅᎯ ᎨᏎᎢ, ᎾᏍᎩ ᎤᏁᏢᏔᏅᎯ ᎠᏥᏚᎢᏍᏓᏁᎸᎯ ᎨᏒ ᎤᎾᏄᎪᎢᏍᏗ ᎨᏒ ᎬᏗᏍᎩ; [ᎠᎴ ᎾᏍᎩ ᏗᎧᎿᏩᏛᏍᏗ] ᏗᏂᎧᎿᏩᏗᏙᎯ ᎣᏍᏛ ᏄᏅᎿᏕᎨ ᎾᏍᎩ ᏧᏒᎦᎴ ᎠᏰᎵ ᏁᎴᏁᎯ.","What then is the law? It was added because of transgressions, till the seed should come to whom the promise hath been made; and it was ordained through angels by the hand of a mediator."
6069,rejected,source_tag,"ᏗᏇᏥ ᏗᏣᏍᏗᎢ, ᎾᏍᎩ ᏔᎵᏁ ᎢᏨᏁᎵᏨᎯ ᏥᎩ [ᎢᏗᎬᏤᎵᏛ] ᎢᏣᏕᏗᏱ, ᎬᏂ ᎦᎶᏁᏛ ᎠᏙᏢᏅᎭ ᏕᏣᏓᏅᏛᎢ,","My little children, of whom I am again in travail until Christ be formed in you—"
6107,rejected,source_tag,"ᏞᏍᏗ ᏱᎾᏚᎵᏍᎨᏍᏗ Ꮎ ᎦᎸᏉᏗᏳ ᎨᏒ ᎪᎱᏍᏗ ᎬᏙᏗ ᏂᎨᏒᎾ ᏥᎩ; [ᏞᏍᏗ] ᏱᏗᏓᏓᎿᎸᏍᏗᏍᎨᏍᏗ, ᎠᎴ ᏱᏗᏓᏓᏛᏳᏤᎮᏍᏗ.","Let us not become vainglorious, provoking one another, envying one another."
6138,rejected,source_tag,"ᎾᏍᎩ ᏂᎯ ᎾᏍᏉ [ᏤᏣᎵᏍᎦᏍᏙᏔᏅᎩ] ᎿᏉ ᎢᏣᏛᎦᏅ ᎦᏰᎪᎩ ᏂᎨᏒᎾ ᎧᏃᎮᏛ, ᎾᏍᎩ ᎣᏍᏛ ᎧᏃᎮᏛ ᎢᏣᎵᏍᏕᎸᏙᏗ ᏥᎩ; ᎾᏍᎩ ᎾᏍᏉ ᎡᏦᎢᏳᏅ, ᎿᏉ ᎢᏥᏰᎸᏔᏅᎩ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ ᎾᏍᎩ ᎠᏚᎢᏍᏔᏅᎯ ᎨᏒᎢ,","in whom ye also, having heard the word of the truth, the gospel of your salvation,—in whom, having also believed, ye were sealed with the Holy Spirit of promise,"
6141,rejected,source_tag,"ᎥᏝ ᏱᏥᏑᎵᎪᎪ [ᎤᏁᎳᏅᎯ] ᏥᏯᎵᎡᎵᏤᎲ ᏂᎯ ᏅᏗᎦᎵᏍᏙᏗᏍᎬᎢ, ᏂᎯ ᎢᏨᏁᎢᏍᏗᏍᎬ ᎦᏓᏙᎵᏍᏗᏍᎬᎢ;","cease not to give thanks for you, making mention of you in my prayers;"
6150,rejected,source_tag,"ᎾᎿᏂ ᏧᏩᎫᏔᏅᏒ ᎢᏤᏙᎸᎢ ᎾᏍᎩᏯ ᎢᏳᎾᏛᏁᏗ ᎨᏒ ᎡᎶᎲ ᎠᏁᎯ, ᎾᏍᎩᏯ [ᎤᏚᎵᏍᎬ] ᎦᏃᎴᏍᎬ ᎡᎯ ᎡᎬᏫᏳᏌᏕᎩ, ᎾᏍᎩ ᎠᏓᏅᏙ ᎪᎯ ᎨᏒ ᏥᏚᎸᏫᏍᏓᏁ ᏚᎾᏓᏅᏛ ᎪᎯᏳᏗ ᏂᎨᏒᎾ ᎨᏒ ᏧᏪᏥ;","wherein ye once walked according to the course of this world, according to the prince of the powers of the air, of the spirit that now worketh in the sons of disobedience;"
6195,rejected,source_tag,"ᏌᏉ [ᎡᎭ] ᎠᏰᎸᎢ, ᎠᎴ ᏌᏉ ᎠᏓᏅᏙ, ᎾᏍᎩᏯ ᏌᏉ ᎤᏚᎩ ᎢᏨᏗᏱ ᎡᏥᏯᏅᏛ ᏥᎩ, ᎾᏍᎩ ᎡᏥᏯᏅᎲ ᏨᏗᏓᎴᎲᏍᎦ;","There is one body, and one Spirit, even as also ye were called in one hope of your calling;"
6227,rejected,source_tag,"ᏞᏍᏗ ᎠᎴ ᎪᎱᏍᏗ ᎤᏁᎢᎸᏗ ᎨᏒᎢ, ᎠᎴ ᎠᎵᏍᎦᏁᏛ ᎦᏬᏂᎯᏍᏗ ᎨᏒᎢ, ᎠᎴ ᎦᏪᏢᏗ ᎨᏒᎢ, ᎾᏍᎩ ᏃᏒᎾ ᏥᎩ; ᎠᎵᎮᎵᏤᏗᏱᏉᏍᎩᏂ [ᎤᏁᎳᏅᎯ] ᎤᎬᏫᏳᏎᏍᏗ.","nor filthiness, nor foolish talking, or jesting, which are not befitting: but rather giving of thanks."
6247,rejected,source_tag,"ᎾᏍᎩ ᎢᏳᏍᏗ ᏧᎾᏁᎶᏗ ᎤᎾᏓᏡᎬ ᎦᎶᏁᏛ ᎬᏬᎯᏳᏗ ᏥᎩ, ᎾᏍᎩᏯ ᎠᏂᎨᏴ ᏗᎬᏩᏂᏰᎯ ᏧᏃᎯᏳᏗ ᏂᎦᎥ [ᏂᎬᏩᏂᏪᏎᎲᎢ.]","But as the church is subject to Christ, so let the wives also be to their husbands in everything."
6276,rejected,source_tag,"ᎾᏍᎩ [ᎣᏍᏛ ᎧᏃᎮᏛ] ᏥᏅᏗᎦᎵᏍᏙᏗᎭ ᎠᏴ ᎥᎩᏅᏏᏛ ᏥᎩ; ᎾᏍᎩ ᎢᏳᏩᏂᏐᏗᏱ ᎾᎿᏂ ᏂᏥᏍᎦᎢᎲᎾ ᎠᎩᏁᎢᏍᏗᏱ, ᎾᏍᎩᏯ ᎢᏯᎩᏪᏍᏗᏱ ᏥᏚᏳᎪᏗ.","for which I am an ambassador in chains; that in it I may speak boldly, as I ought to speak."
6344,rejected,source_tag,"ᎾᏍᏉᏍᎩᏂᏃᏅ ᎠᏴ ᎠᎩᎭ ᎤᏇᏓᎵ ᎨᏒ ᎬᏆᎵᏍᎦᏍᏙᏙᏗ ᎨᏒᎢ. ᎢᏳᏃ ᎩᎶ ᏰᎵ ᏳᎭ ᏳᏰᎸ ᎤᏇᏓᎵ ᎨᏒ ᎬᏩᎵᏍᎦᏍᏙᏙᏗ ᎨᏒᎢ, ᎠᏴ ᎤᏟ ᎢᎦᎢ [ᎠᎩᎭ;]","though I myself might have confidence even in the flesh: if any other man thinketh to have confidence in the flesh, I yet more:"
6353,rejected,source_tag,"ᎢᏓᎵᏅᏟ, ᎥᏝ ᎦᏳᎳ ᎠᎩᏂᏴᏛ ᏍᎩᏰᎸᎭ; ᏑᏓᎴᎩᏍᎩᏂ [ᏂᎦᏛᏁᎰᎢ;] ᎠᏋᎨᏫᏍᎪᎢ ᏧᏓᎴᏅᏛ ᎣᏂᏗᏢ ᏄᏍᏗᏕᎬᎢ, ᎢᎬᏱᏗᏢᏃ ᏧᏓᎴᏅᏛ ᏄᏍᏗᏕᎬ ᏫᏗᏥᏂᏱᏍᎪᎢ,","Brethren, I count not myself yet to have laid hold: but one thing I do, forgetting the things which are behind, and stretching forward to the things which are before,"
6411,rejected,source_tag,"ᎾᏍᎩ [ᎤᏓᏅᏘ] ᎤᏁᎳᏅᎯ ᎤᏚᎵᏍᎨ ᎬᏂᎨᏒ ᎢᏧᏩᏁᏗᏱ ᏂᎦᎥ ᎦᎸᏉᏗᏳ ᎨᏒ ᎯᎠ ᎾᏍᎩ ᎤᏕᎵᏛ ᎨᏒ ᏧᎾᏓᎴᏅᏛ ᎠᏴ ᎠᏁᎲ [ᎬᏂᎨᏒ ᏥᏄᏩᏁᎸ;] ᎾᏍᎩ ᎦᎶᏁᏛ ᏥᎩ ᏂᎯ ᎢᏥᏯᎢ, ᎾᏍᎩ ᎤᏚᎩ ᎨᏨᏗ ᏥᏂᎬᏁ ᎦᎸᏉᏗᏳ ᏗᎨᏒ ᏫᏥᎾᏄᎪᎢᏍᏗᏱ.","to whom God was pleased to make known what is the riches of the glory of this mystery among the Gentiles, which is Christ in you, the hope of glory:"
6420,rejected,source_tag,"ᎾᎿ ᏗᏥᎿᏍᏕᏜᏛᎯ ᎠᎴ ᎾᎿ ᎡᏣᏁᏍᎨᎲᎯ, ᎠᎴ ᎤᎵᏂᎩᏛ ᎢᏰᏨᏁᎸᎯ ᎢᏦᎯᏳᏒᎢ, ᎾᏍᎩᏯ ᎡᏤᏲᏅᎢ, ᎾᏍᎩ ᎤᏣᏘ ᎨᏎᏍᏗ [ᎢᏦᎯᏳᏒᎢ] ᎤᎵᏠᏯᏍᏕᏍᏗ ᎠᎵᎮᎵᏤᏗ ᎨᏒ ᎤᏁᎳᏅᎯ.","rooted and builded up in him, and established in your faith, even as ye were taught, abounding in thanksgiving."
6422,rejected,source_tag,ᎾᏍᎩᏰᏃ [ᎦᎶᏁᏛ] ᎠᏰᎸᎢ ᎠᏯᎠ ᏂᎦᏛ ᎠᎧᎵᎢ ᎤᏁᎳᏅᎯ.,"for in him dwelleth all the fulness of the Godhead bodily,"
6428,rejected,source_tag,"ᏚᎾᏌᏅᏃ ᏄᏂᎬᏫᏳᏌᏕᎩ ᎠᎴ ᏗᎨᎦᏁᎶᏗ ᎨᏒᎢ, ᎬᏂᎨᏒ ᏚᎾᏄᎪᏫᏎᎢ, ᏓᏓᎵᏁᎯᏕᎨᎢ ᎾᏍᎩ [ᏓᏓᎿᏩᏍᏛ] ᎬᏗᏍᎬᎢ.","having despoiled the principalities and the powers, he made a show of them openly, triumphing over them in it."
6485,rejected,source_tag,"ᎠᎴ ᎠᏴ ᏍᎩᏍᏓᏩᏕᎩ ᏂᏣᎵᏍᏔᏅᎩ, ᎠᎴ ᎤᎬᏫᏳᎯ [ᎡᏥᏍᏓᏩᏕᎩ,] ᏕᏣᏓᏂᎸᏨ ᎧᏃᎮᏛ ᎤᏣᏘ ᎢᏥᎩᎵᏲᎬᎢ, ᎤᎵᏠᏯᏍᏛ ᎤᎵᎮᎵᏍᏗ ᎨᏒ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ ᏅᏓᏩᏓᎴᏅᎯ;","And ye became imitators of us, and of the Lord, having received the word in much affliction, with joy of the Holy Spirit;"
6554,rejected,source_tag,"ᎠᎴ ᎢᏨᏔᏲᏎᎭ, ᎢᏓᎵᏅᏟ, ᏕᏤᏯᏔᎲᏍᎨᏍᏗ ᎾᏍᎩ Ꮎ ᏄᎾᏁᎸᎾ, ᏕᏥᎦᎵᏍᏓᏗᏍᎨᏍᏗ ᏗᏩᎾᎦᎳ ᏧᎾᏓᏅᏘ, ᏕᏥᏂᏴᏎᏍᏗ ᏗᏂᏩᎾᎦᎳᎢ, ᏗᏨᏂᏗᏳ ᎨᏎᏍᏗ ᎾᏂᎥ [ᎤᏣᏘᏂ ᏂᎨᏣᏛᏁᎲᎢ.]","And we exhort you, brethren, admonish the disorderly, encourage the fainthearted, support the weak, be longsuffering toward all."
6558,rejected,source_tag,ᏂᎦᎥᏉ ᏂᏣᎵᏍᏓᏁᎵᏕᎬ ᎡᏣᎵᎡᎵᏤᎮᏍᏗ [ᎤᏁᎳᏅᎯ;] ᎯᎠᏰᏃ ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᎢᏣᏓᏅᏖᎮᎲ ᏥᏌ ᎦᎶᏁᏛ ᏕᏣᏁᎶᏛ ᎢᏳᏍᏗ.,in everything give thanks: for this is the will of God in Christ Jesus to you-ward.
6583,rejected,source_tag,"ᎠᏎ ᏞᏍᏗ ᎩᎶ ᏱᏥᎵᏓᏍᏔᏁᏍᏗ; ᎥᏝᏰᏃ [ᎾᎯᏳ ᎢᎦ ᎤᎵᏰᎢᎶᎯᏍᏗ ᏱᎩ] ᎬᏂ ᎢᎬᏱ ᎠᏂᏑᎵᎪᎨᏍᏗ, ᎠᎴ ᎾᏍᎩ Ꮎ ᎠᏍᎦᏯ ᎠᏍᎦᎾ ᏧᎸᏫᏍᏓᏁᎯ ᎬᏂᎨᏒ ᎾᎬᏁᎸᎭ, ᎾᏍᎩ ᎠᏛᏗᏍᎩ ᎤᏪᏥ;","let no man beguile you in any wise: for it will not be, except the falling away come first, and the man of sin be revealed, the son of perdition,"
6606,rejected,source_tag,"ᎥᏝ ᏃᎩᎲᎾ ᎨᏒ [ᏅᏩᏓᎴ ᎢᏲᎦᏛᏁᏗᏱ] ᏱᏅᏗᎦᎵᏍᏙᏗᏍᎨᎢ, ᏗᏣᏟᎶᏍᏙᏗᏍᎩᏂ ᏃᏣᏓᏛᏁᎲ ᎠᏴ ᏍᎩᏍᏓᏩᏛᏍᏗᏱ ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ.","not because we have not the right, but to make ourselves an ensample unto you, that ye should imitate us."
6619,rejected,source_tag,"ᎠᎴ ᎤᎾᏛᏓᏍᏙᏗᏱ ᏂᎨᏒᎾ ᎠᏎᏉ ᎦᏬᏂᎯᏍᏗ ᎨᏒ ᎠᎴ ᏫᎾᏍᏛᎾ ᎧᏃᎮᏗ ᎨᏒ ᎤᎾᏓᏁᏟᏴᏒᏒᎢ, ᎾᏍᎩ ᎦᏬᏂᎯᏍᏗᏉ ᏥᏩᎵᏱᎶᎯᎭ ᎥᏲᏃ ᎤᏁᎳᏅᎯ ᏗᏁᎳᏙᏗ ᎨᏒ ᎤᏛᎯᏍᏗᏱ, ᎾᏍᎩ ᎪᎯᏳᏗ ᎨᏒ ᏨᏗᏓᎴᎲᏍᎦ, [ᎾᏍᎩ ᎿᏛᏁᎸᎭ.]","neither to give heed to fables and endless genealogies, which minister questionings, rather than a dispensation of God which is in faith; so do I now."
6728,rejected,source_tag,ᎾᏍᎩ ᎩᎶ ᎠᏂᏍᏓᏩᏗᏒ ᎤᎾᏞᏒ ᎪᎯᏳᏗ ᎨᏒᎢ. [ᎤᏁᎳᏅᎯ] ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᏕᏣᎧᏩᏗᏙᎮᏍᏗ. ᎡᎺᏅ.,which some professing have erred concerning the faith. Grace be with you.
6812,rejected,source_tag,"ᎠᏴ, ᏉᎳ, ᎤᏁᎳᏅᎯ ᎠᎩᏅᏏᏙᎯ, ᎠᎴ ᏥᏌ ᎦᎶᏁᏛ ᎠᎩᏅᏏᏛ, ᎾᏍᎩᏯ ᎤᏃᎯᏳᏒ ᎤᏁᎳᏅᎯ ᏧᏑᏰᏛ, ᎠᎴ [ᎾᏍᎩᏯ] ᏗᏓᏂᎸᎢᏍᏗ ᎨᏒ ᏚᏳᎪᏛ ᎨᏒᎢ, ᎾᏍᎩ ᎤᏁᎳᏅᎯ ᎦᎾᏰᎯᏍᏗ ᎨᏒ ᎾᏍᎩᏯ ᏥᎩ,","Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God’s elect, and the knowledge of the truth which is according to godliness,"
6892,rejected,source_tag,"ᎠᎴ, ᎾᏍᏉ [ᎯᎠ ᏂᎦᏪᎭ] ᏂᎯ, ᏣᎬᏫᏳᎯ, ᏗᏓᎴᏂᏍᎬ ᎡᎶᎯ ᎦᎫᏍᏓᎥ ᏣᏁᎢ; ᎠᎴ ᎦᎸᎶᎢ ᏗᏦᏰᏂ ᏦᏢᏔᏁᎢ;","And, Thou, Lord, in the beginning didst lay the foundation of the earth, And the heavens are the works of thy hands:"
6941,rejected,source_tag,"ᎢᏳᏰᏃ ᏦᏑᏩ ᏱᏚᏁᎴ ᎤᎾᏣᏪᏐᎸᏍᏙᏗᏱ, ᎥᏝ [ᎤᏁᎳᏅᎯ] ᎣᏂ ᏱᎬᏩᏁᎢᏍᏔᏁ ᏅᏩᏓᎴ ᎢᎦ.","For if Joshua had given them rest, he would not have spoken afterward of another day."
6950,rejected,source_tag,"ᎾᏂᎥᏰᏃ ᏄᎬᏫᏳᏒ ᎠᏥᎸ-ᎠᏁᎶᎯ ᎨᏒ ᏴᏫ ᎠᏁᎲ ᎨᎪᏣᎴᏛ, ᏴᏫ ᎣᏍᏛ ᎢᏳᎾᎵᏍᏓᏁᏗ ᎨᏥᏁᏤᎰᎢ, ᎾᏍᎩ [ᏧᏂᎸᏫᏍᏓᏁᏗᏱ] ᎤᏁᎳᏅᎯ ᎤᏤᎵᎪᎯ ᎤᎬᏩᎵ, ᎾᏍᎩ ᏗᎬᏩᎾᎵᏍᎪᎸᏙᏗ ᎢᏳᎵᏍᏙᏗᏱ ᎠᏓᏁᏗ ᎨᏒ ᎠᎴ ᎠᏥᎸᎨᎳᏍᏙᏗ ᎾᏍᎩ ᎠᏍᎦᏂ ᎤᎬᏩᎵ;","For every high priest, being taken from among men, is appointed for men in things pertaining to God, that he may offer both gifts and sacrifices for sins:"
6953,rejected,source_tag,"ᎥᏝ ᎠᎴ ᎩᎶ ᎯᎠ ᎾᏍᎩ ᎦᎸᏉᏗ [ᏗᎦᎸᏫᏍᏓᏁᏗ] ᎤᏩᏒᏉ ᎤᏓᏅᏖᏛ ᏯᎩᏍᎪᎢ, ᎬᏂ ᎤᏁᎳᏅᎯ ᎤᏯᏅᏛ ᏱᎩ ᎾᏍᎩᏯ ᎡᎵᏂ ᎠᏥᏯᏅᎲᎢ.","And no man taketh the honor unto himself, but when he is called of God, even as was Aaron."
6954,rejected,source_tag,"ᎾᏍᎩᏯ ᎾᏍᏉ ᎦᎶᏁᏛ ᎥᏝ ᎤᏩᏒ ᎯᎠ ᎦᎸᏉᏗ ᏗᎦᎸᏫᏍᏓᏁᏗ ᏳᎩᏎ ᏄᎬᏫᏳᏒ ᎠᏥᎸᎨᎶᎯ ᎾᎬᏁᎸᎢ; ᎯᎠᏍᎩᏂ ᎢᏳᏪᏎᎸᎯ, ᎠᏇᏥ ᏂᎯ, ᎪᎯ ᎢᎦ ᏍᏆᏕᎲᏏ, [ᎾᏍᎩ ᎤᏯᏅᎮᎢ.]","So Christ also glorified not himself to be made a high priest, but he that spake unto him, Thou art my Son, This day have I begotten thee:"
6985,rejected,source_tag,"ᎠᎴ ᎾᏍᎩ ᎾᏍᏉ ᎡᏆᎭᎻ ᏂᎦᏛ ᏧᎬᏩᎶᏗ ᎠᏰᎲ ᎠᏍᎪᎯᏁ ᎪᏣᎴᏛ ᏧᏁᎸᏁᎢ; ᎢᎬᏱᏱ ᎨᏒ [ᏚᏙᎥ] ᎠᏁᏢᏔᏅᎯ ᎨᏒ ᎤᎬᏫᏳᎯ ᏚᏳᎪᏛ ᎢᏯᏛᏁᎯ ᎦᏛᎦ, ᎣᏂᏃ ᎾᏍᏉ ᏎᎳᏂ ᎤᎬᏫᏳᎯ ᎠᎪᏎᎭ, ᎾᏍᎩ ᎤᎬᏫᏳᎯ ᏅᏩᏙᎯᏯᏛ ᎤᏚᎵᏍᎩ ᏥᎦᏛᎦ.","to whom also Abraham divided a tenth part of all (being first, by interpretation, King of righteousness, and then also King of Salem, which is, King of peace;"
6996,rejected,source_tag,"ᎾᏍᎩᏰᏃ Ꮎ ᎯᎠ ᎾᏍᎩ ᎤᎬᏩᎵ ᎠᏥᏁᎢᏍᏔᏅᎯ ᎨᏒ ᎤᏣᏘᏂ ᎠᏂᎳᏍᏓᎸ ᎨᎳ ᎨᏒᎩ, ᎾᏍᎩ [ᎠᏂᎳᏍᏓᎸ] ᎤᏓᎴᏅᎯ ᎥᏝ ᎩᎶ ᎠᏥᎸᎨᎳᏍᏗᏱ ᏱᏚᎸᏫᏍᏓᏁᎮᎢ.","For he of whom these things are said belongeth to another tribe, from which no man hath given attendance at the altar."
7003,rejected,source_tag,"ᎠᎴ ᎾᏍᎩ ᎠᏎᎵᏔᏅᎯ ᎨᏒ ᎬᏔᏅᎯ ᏥᎩ [ᎦᎶᏁᏛ ᎠᏥᎸ-ᎨᎶᎯ ᎢᏯᎬᏁᎸᎯ ᏥᎩ,]",And inasmuch as it is not without the taking of an oath
7007,rejected,source_tag,ᎯᎠᏍᎩᏂ [ᎠᏍᎦᏯ] ᎠᎵᏍᏆᏗᏍᎩ ᏂᎨᏒᎾ ᏤᎭ ᎤᎶᏏᎲᏍᏗ ᏂᎨᏒᎾ ᎠᏥᎸ-ᎨᎶᎯ ᎨᏒᎢ.,"but he, because he abideth for ever, hath his priesthood unchangeable."
