line_number,status,reasons,domain,training_exclusion_reasons,repaired_cherokee,repaired_english,raw_columns
7326,accepted_after_repair,,general_parallel,,"ᎠᎴ ᏅᏯ ᎠᏓᎿᏍᏆᎶᏍᏗᏍᎩ ᎠᎴ ᏅᏯ ᏗᏓᏙᏕᏍᏗᏍᎩ, ᎾᏍᎩ Ꮎ ᎧᏃᎮᏛ ᏥᏚᏂᎾᏍᏆᎶᏍᏗᎭ, ᎾᏃᎯᏳᎲᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ, ᎾᏍᎩ ᎢᏳᎾᎵᏍᏓᏁᏗᏱ ᎾᏍᏉ ᏥᏕᎨᏥᎧᏁᎢ.","and, A stone of stumbling, and a rock of offence; for they stumble at the word, being disobedient: whereunto also they were appointed.","ᎠᎴ ᏅᏯ ᎠᏓᎿᏍᏆᎶᏍᏗᏍᎩ ᎠᎴ ᏅᏯ ᏗᏓᏙᏕᏍᏗᏍᎩ ||  ᎾᏍᎩ Ꮎ ᎧᏃᎮᏛ ᏥᏚᏂᎾᏍᏆᎶᏍᏗᎭ, ᎾᏃᎯᏳᎲᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ, ᎾᏍᎩ ᎢᏳᎾᎵᏍᏓᏁᏗᏱ ᎾᏍᏉ ᏥᏕᎨᏥᎧᏁᎢ. || and, A stone of stumbling, and a rock of offence; for they stumble at the word, being disobedient: whereunto also they were appointed."
7353,accepted_after_repair,,general_parallel,named_entity_heavy,"ᎩᎶᏰᏃ ᎬᏅ ᎤᎨᏳᏎᏍᏗ, ᎠᎴ ᎣᏍᏛ ᎢᎦ ᏧᎪᏩᏛᏗᏱ ᎤᏚᎵᏍᎨᏍᏗ, ᏩᏲᏍᏙᏓᏏ ᎦᏃᎪᎢ ᎤᏲ ᎨᏒᎢ, ᏚᎭᏁᎦᎸ ᎦᎶᏄᎮᏛ ᎤᏁᎢᏍᏗᏱ ᏂᎨᏒᎾ;""","For, He that would love life, And see good days, Let him refrain his tongue from evil, And his lips that they speak no guile:","ᎩᎶᏰᏃ ᎬᏅ ᎤᎨᏳᏎᏍᏗ || ᎠᎴ ᎣᏍᏛ ᎢᎦ ᏧᎪᏩᏛᏗᏱ ᎤᏚᎵᏍᎨᏍᏗ || ᏩᏲᏍᏙᏓᏏ ᎦᏃᎪᎢ ᎤᏲ ᎨᏒᎢ || ᏚᎭᏁᎦᎸ ᎦᎶᏄᎮᏛ ᎤᏁᎢᏍᏗᏱ ᏂᎨᏒᎾ;"" || For, He that would love life, And see good days, Let him refrain his tongue from evil, And his lips that they speak no guile:"
8126,accepted_after_repair,,news,domain_news|headline_like|named_entity_heavy|latin_heavy_left,"“Ꮩ ᎤᏍᏗ, ᏙᏯ?” ᎤᏛᏁ ᏥᏍᏚ., what is it","Beaver?"" said Rabbit.""","“Ꮩ ᎤᏍᏗ, ᏙᏯ?” ᎤᏛᏁ ᏥᏍᏚ. || what is it || Beaver?"" said Rabbit."""
8128,rejected_after_repair,low_cherokee_left,,,"“ᎪᎱᏍᏗ ᏥᏩᏔ ᎤᏪᏯ ᎾᎥ,” ᎤᏛᏁ ᏙᏯ., I found something near the river",said Beaver.,"“ᎪᎱᏍᏗ ᏥᏩᏔ ᎤᏪᏯ ᎾᎥ,” ᎤᏛᏁ ᏙᏯ. || I found something near the river ||  said Beaver."
8130,rejected_after_repair,low_cherokee_left,,,"ᏂᎯ ᎡᎵᏊ ᏱᏣᎾᏔ Ꮩ ᎤᏍᏗ ᎨᏒ.”, You might, by chance, know what it is."" “ᎭᏩ, ” ᎤᏛᏁ ᏥᏍᏚ, “ᎢᏕᎾ.”"", Alright","said rabbit, let's go.""""","ᏂᎯ ᎡᎵᏊ ᏱᏣᎾᏔ Ꮩ ᎤᏍᏗ ᎨᏒ.” || You might, by chance, know what it is.""
“ᎭᏩ || ” ᎤᏛᏁ ᏥᏍᏚ || “ᎢᏕᎾ.”"" || Alright ||  said rabbit, let's go."""""
8134,accepted_after_repair,,general_parallel,latin_heavy_left,"“ᏏᏲ,” ᎤᏛᎮ ᏩᎭᏯ., Hello",said Wolf.,"“ᏏᏲ,” ᎤᏛᎮ ᏩᎭᏯ. || Hello ||  said Wolf."
8136,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᏙᏯ ᎪᎱᏍᏗ ᎠᏩᏔ ᏧᏪᏯ ᎾᎥ,” ᎤᏛᏁ ᏥᏍᏚ., Beaver found something near the river",said Rabbit.,"“ᏙᏯ ᎪᎱᏍᏗ ᎠᏩᏔ ᏧᏪᏯ ᎾᎥ,” ᎤᏛᏁ ᏥᏍᏚ. || Beaver found something near the river ||  said Rabbit."
8137,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎨᏍᏗ ᏳᏩᎾᏔ ᏙᎤᏍᏗ ᎨᏒ,” ᎤᏛᏁ ᏌᎶᎵ., He doesn't know what it is",said Squirrel.,"“ᎨᏍᏗ ᏳᏩᎾᏔ ᏙᎤᏍᏗ ᎨᏒ,” ᎤᏛᏁ ᏌᎶᎵ. || He doesn't know what it is ||  said Squirrel."
8138,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"“ᎠᏯᏛ ᎡᎵᏊ ᏯᏆᎾᏔ,” ᎤᏛᏁ ᏩᎭᏯ. “ᏗᎨᏏ.”, I will very likely know what it is","said Wolf. I will go too.""""","“ᎠᏯᏛ ᎡᎵᏊ ᏯᏆᎾᏔ,” ᎤᏛᏁ ᏩᎭᏯ. “ᏗᎨᏏ.” || I will very likely know what it is ||  said Wolf. I will go too."""""
8145,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎠᏆᏔᏃ ᏙᎤᏍᏗ ᎨᏒ ᎯᎠ,” ᎤᏛᏁ ᏩᎭᏯ., I know what this is",said Wolf.,"“ᎠᏆᏔᏃ ᏙᎤᏍᏗ ᎨᏒ ᎯᎠ,” ᎤᏛᏁ ᏩᎭᏯ. || I know what this is ||  said Wolf."
8146,accepted_after_repair,,story_narrative,latin_heavy_left,"“ᎠᏂᏴᏫᏯᏃ ‘ᎠᎳᏑᎶ’ ᏓᏃᏎᎰ…”, Among humans","they call it a 'shoe.'""""","“ᎠᏂᏴᏫᏯᏃ ‘ᎠᎳᏑᎶ’ ᏓᏃᏎᎰ…” || Among humans || they call it a 'shoe.'"""""
8153,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᏕᏥᏰᏲᎾ,” ᎤᏪᎵᏎ ᏥᏍᏚ., I'll teach him",thought Rabbit.,"“ᏕᏥᏰᏲᎾ,” ᎤᏪᎵᏎ ᏥᏍᏚ. || I'll teach him ||  thought Rabbit."
8156,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎯᎠᏛ ᎾᏅᏛᏁᎰ,” ᎤᏛᏁ ᏩᎭᏯ., This is what they do",said Wolf.,"“ᎯᎠᏛ ᎾᏅᏛᏁᎰ,” ᎤᏛᏁ ᏩᎭᏯ. || This is what they do ||  said Wolf."
8158,rejected_after_repair,low_cherokee_left,,,"“ᎯᏓ ᎾᏅᏛᏁᎰ,” ᎤᏛᏁ., This is what they do",he said.,"“ᎯᏓ ᎾᏅᏛᏁᎰ,” ᎤᏛᏁ. || This is what they do ||  he said."
8162,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎯᎠᏛ ᎾᏅᏛᏁᎰ ᏱᎾᏚᎳᏑᏝᎾ,” ᎤᏛᏁ ᏩᎭᏯ - ᎭᎴ ᎾᏦᎯᏍᎬ., This is what they do when they put on shoes","said Wolf, nearly crying","“ᎯᎠᏛ ᎾᏅᏛᏁᎰ ᏱᎾᏚᎳᏑᏝᎾ,”  ᎤᏛᏁ ᏩᎭᏯ - ᎭᎴ ᎾᏦᎯᏍᎬ. || This is what they do when they put on shoes ||  said Wolf, nearly crying"
8165,accepted_after_repair,,news,domain_news|headline_like|latin_heavy_left,"“ᎭᏩ, ᏩᎭᏯ!” ᎤᏛᏁ ᏥᏍᏚ., Alright","Wolf!"" said Rabbit.""","“ᎭᏩ, ᏩᎭᏯ!” ᎤᏛᏁ ᏥᏍᏚ. || Alright || Wolf!"" said Rabbit."""
8168,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᎢᏧᎳᏃ ᎠᎬᏯᏗᏣ ᏕᏣᎳᏍᎬ ᏱᏕᏣᎳᏑᎶᎯ.”, So both your front feet will have shoes."" “ᎭᏩ, ” ᎤᏛᏁ ᏩᎭᏯ."", Okay",said Wolf.,"ᎢᏧᎳᏃ ᎠᎬᏯᏗᏣ ᏕᏣᎳᏍᎬ ᏱᏕᏣᎳᏑᎶᎯ.” || So both your front feet will have shoes.""
“ᎭᏩ || ” ᎤᏛᏁ ᏩᎭᏯ."" || Okay ||  said Wolf."
8176,accepted_after_repair,,general_parallel,latin_heavy_left,"ᏩᎭᏯᏃ, “ᎭᏩ,” ᎤᏛᏁ, ᏎᎦᏨ ᎦᏬᏂᏍᎦ., Okay","said Wolf, barely speaking.","ᏩᎭᏯᏃ, “ᎭᏩ,” ᎤᏛᏁ, ᏎᎦᏨ ᎦᏬᏂᏍᎦ. || Okay ||  said Wolf, barely speaking."
8180,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎯᎠᏛ ᎾᏅᏛᏁᎰ ᏱᎾᏚᎳᏑᏝᎾ,” ᎤᏛᏁ ᏩᎭᏯ ᎭᎴ ᎾᏦᎯᏍᎬ., This is what they do when they put on shoes","said Wolf, nearly crying","“ᎯᎠᏛ ᎾᏅᏛᏁᎰ ᏱᎾᏚᎳᏑᏝᎾ,” ᎤᏛᏁ ᏩᎭᏯ ᎭᎴ ᎾᏦᎯᏍᎬ. || This is what they do when they put on shoes ||  said Wolf, nearly crying"
8182,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“Ꭽ! ᏙᎧ ᎭᏗ ᎪᎱᏍᏗ ᏯᏕᏠᏆᏍᎦ,” ᎤᏪᎵᏎ Ꮎ ᏥᏍᏚ…, Ha! Really not learning anything",thought Rabbit…,"“Ꭽ! ᏙᎧ ᎭᏗ ᎪᎱᏍᏗ ᏯᏕᏠᏆᏍᎦ,” ᎤᏪᎵᏎ Ꮎ ᏥᏍᏚ… || Ha! Really not learning anything ||  thought Rabbit…"
8183,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎧᎹ! ᏏᏛ ᏔᎵ ᏕᎯᏂᏅᏌᏓ,” ᎤᏛᏁ ᏥᏍᏚ., Now! You still have two feet",said Rabbit.,"“ᎧᎹ! ᏏᏛ ᏔᎵ ᏕᎯᏂᏅᏌᏓ,” ᎤᏛᏁ ᏥᏍᏚ. || Now! You still have two feet ||  said Rabbit."
8185,accepted_after_repair,,general_parallel,latin_heavy_left,"ᏩᎭᏯᏃ, “ᎭᏩ,” ᎤᏛᎮ ᏎᎦᏨ., Alright","said Wolf, barely.","ᏩᎭᏯᏃ, “ᎭᏩ,” ᎤᏛᎮ ᏎᎦᏨ. || Alright ||  said Wolf, barely."
8190,accepted_after_repair,,general_parallel,latin_heavy_left,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ., Okay",said Wolf.,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ. || Okay ||  said Wolf."
8193,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎯᎠᏛ ᎾᏅᏛᏁᎰ ᏱᎾᏚᎳᏑᏝᎾ,” ᎤᏛᏁ ᏩᎭᏯ - ᏙᏳ ᎠᎩᏟᏲᎦ ᏃᏊ., This is what they do when they put on shoes","said Wolf, truly in pain now.","“ᎯᎠᏛ ᎾᏅᏛᏁᎰ ᏱᎾᏚᎳᏑᏝᎾ,” ᎤᏛᏁ ᏩᎭᏯ - ᏙᏳ ᎠᎩᏟᏲᎦ ᏃᏊ. || This is what they do when they put on shoes ||  said Wolf, truly in pain now."
8194,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᏝᏛᏏ ᏯᏕᏠᎦᏩᏍᎦ ᎤᏪᎵᏎ ᏥᏍᏚ., Still not learning",thought Rabbit.,ᏝᏛᏏ ᏯᏕᏠᎦᏩᏍᎦ ᎤᏪᎵᏎ ᏥᏍᏚ. || Still not learning ||  thought Rabbit.
8195,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᏏᏛ ᏌᏊ ᎯᎳᏒᏓ, ᎠᎪᏎᎴ ᏩᎭᏯ., You still have one foot",he told Wolf.,ᏏᏛ ᏌᏊ ᎯᎳᏒᏓ ||  ᎠᎪᏎᎴ ᏩᎭᏯ. || You still have one foot ||  he told Wolf.
8197,accepted_after_repair,,general_parallel,latin_heavy_left,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ, Okay",said Wolf.,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ || Okay ||  said Wolf."
8201,rejected_after_repair,duplicate_exact,,,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ., Okay",said Wolf.,"“ᎭᏩ,” ᎤᏛᏁ ᏩᎭᏯ. || Okay ||  said Wolf."
8212,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᏍᎩᏃᏳᏍᏗ Ꮎ ᏥᏓᏇᏍᏓᏁᎮ ᏗᎳᏑᎶ, ᏧᎾᏍᏗᎩᏃ ᎨᏎ.”, That's why those shoes hurt me, because they were too small."" ᎤᎾᏛ ᏚᏗᏨ ᏥᏍᏚ ᎤᏩᎾᏛ Ꮭ ᎫᎱᏍᏗ ᏳᏗᏠᏆᏍᏔᏁ ᏩᎭᏯ.""","Right there the rabbit fell down, knowing that the wolf had learned nothing.","ᏍᎩᏃᏳᏍᏗ Ꮎ ᏥᏓᏇᏍᏓᏁᎮ ᏗᎳᏑᎶ, ᏧᎾᏍᏗᎩᏃ ᎨᏎ.” || That's why those shoes hurt me, because they were too small.""
ᎤᎾᏛ ᏚᏗᏨ ᏥᏍᏚ ᎤᏩᎾᏛ Ꮭ ᎫᎱᏍᏗ ᏳᏗᏠᏆᏍᏔᏁ ᏩᎭᏯ."" || Right there the rabbit fell down, knowing that the wolf had learned nothing."
8344,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎠᎼ ᎦᏚᎢᏣ ᏳᏓᏬᎠ ᎯᎠ ᎾᏂᏪᏎᎮ, ᏤᏍᏗ ᎭᎾ ᏯᏓᏬᏍᎨᏍᏗ ᎤᏍᏗ ᎠᏣᏗ, ᏣᏠᎯ ᏓᎦᏃᎯᎸᏍᏔᏂ ᏃᎴ ᏓᏣᎾᎩᏍᏔᏂ!"""", When Littlefish swam near the top of the pond they would say, Don't swim near there Littlefish","the Kingfisher bird will fly by and scoop you up!""""","ᎠᎼ ᎦᏚᎢᏣ ᏳᏓᏬᎠ ᎯᎠ ᎾᏂᏪᏎᎮ, ᏤᏍᏗ ᎭᎾ ᏯᏓᏬᏍᎨᏍᏗ ᎤᏍᏗ ᎠᏣᏗ || ᏣᏠᎯ ᏓᎦᏃᎯᎸᏍᏔᏂ ᏃᎴ ᏓᏣᎾᎩᏍᏔᏂ!"""" || When Littlefish swam near the top of the pond they would say, Don't swim near there Littlefish || the Kingfisher bird will fly by and scoop you up!"""""
8345,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏃᏗ ᎠᏍᏛᎢ ᎢᏣ ᏳᏓᏬᎠ, ᎯᎠ ᎾᏂᏪᏍᎨᎢ, ᏤᏍᏗ ᎭᎾ ᏯᏓᏬᏍᎨᏍᏗ, ᎬᎳ ᏏᏓᏁᎸ ᏓᎨᏣᎾᎩᏏ ᏃᎴ ᏓᎨᏣᏯᎪᏂ!"""", When Littlefish swam near the side of the pond, they would say, Don't swim there Littlefish","the raccoon family will grab you and gobble you up!""""","ᏃᏗ ᎠᏍᏛᎢ ᎢᏣ ᏳᏓᏬᎠ, ᎯᎠ ᎾᏂᏪᏍᎨᎢ, ᏤᏍᏗ ᎭᎾ ᏯᏓᏬᏍᎨᏍᏗ || ᎬᎳ ᏏᏓᏁᎸ ᏓᎨᏣᎾᎩᏏ ᏃᎴ ᏓᎨᏣᏯᎪᏂ!"""" || When Littlefish swam near the side of the pond, they would say, Don't swim there Littlefish || the raccoon family will grab you and gobble you up!"""""
8359,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎤᏛᎦᏁ ᎤᏥ ᎦᏬᏂᏍᎬ, ᎤᏍᏗ ᎠᏣᏗ, ᎤᏍᏗ ᎠᏣᏗ ᎣᏏᏉᏧ? ᎨᏍᏗ ᏫᎬᎩᎶᎯᏍᏗ ᏱᎩ ᏫᎬᎾᎩᏍᏗ, ᎠᏎᏃ ᏣᏟᏂᎩᏓ ᎤᏍᏗ ᎠᏣᏗ, ᏃᎴ ᏰᎵᏉ ᏘᏩᏛ ᏨᏌ ᏣᏁᎳᏗᏍᏗ ᎯᎸᎢᏴ."""", He heard his mother's voice, Littlefish, Littlefish, are you okay? I cannot fit through to come and get you","but you are a strong Littlefish and will find your own home some day.""""","ᎤᏛᎦᏁ ᎤᏥ ᎦᏬᏂᏍᎬ, ᎤᏍᏗ ᎠᏣᏗ || ᎤᏍᏗ ᎠᏣᏗ ᎣᏏᏉᏧ? ᎨᏍᏗ ᏫᎬᎩᎶᎯᏍᏗ ᏱᎩ ᏫᎬᎾᎩᏍᏗ || ᎠᏎᏃ ᏣᏟᏂᎩᏓ ᎤᏍᏗ ᎠᏣᏗ || ᏃᎴ ᏰᎵᏉ ᏘᏩᏛ ᏨᏌ ᏣᏁᎳᏗᏍᏗ ᎯᎸᎢᏴ."""" || He heard his mother's voice, Littlefish || Littlefish || are you okay? I cannot fit through to come and get you || but you are a strong Littlefish and will find your own home some day."""""
8360,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎣᏏᏉ ᎨᏎᏍᏗ ᎤᏍᏗ ᎠᏣᏗ, ᎭᏓᏬᏣ, ᎭᏓᏬᏣ."""", You will be okay Littlefish, so swim on","swim on.""""","ᎣᏏᏉ ᎨᏎᏍᏗ ᎤᏍᏗ ᎠᏣᏗ || ᎭᏓᏬᏣ || ᎭᏓᏬᏣ."""" || You will be okay Littlefish || so swim on || swim on."""""
8362,accepted_after_repair,,story_narrative,latin_heavy_left,"ᎤᏍᏗ ᎠᏣᏗ, ᎭᏓᏬᏣ."""", Littlefish","swim on.""""","ᎤᏍᏗ ᎠᏣᏗ || ᎭᏓᏬᏣ."""" || Littlefish || swim on."""""
8376,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎠᏍᎦᎢᎮ, ᎠᏎᏃ ᎾᎥᏂ ᏭᎷᏤ ᎠᏤᎯ ᎠᏣᏗ ᏃᎴ ᎤᏍᎦᎣᏅ ᎤᏬᏂᏎ, ᏏᏲ, ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ, ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥᏱᎩ ᏂᎯ ᎢᏳᏍᏗ ᎠᏣᏗ."""", He was afraid, but he swam up to the new fish and said in his tiny frightened voice, Hello","I am called Littlefish and I've never seen a fish like you.""""","ᎠᏍᎦᎢᎮ, ᎠᏎᏃ ᎾᎥᏂ ᏭᎷᏤ ᎠᏤᎯ ᎠᏣᏗ ᏃᎴ ᎤᏍᎦᎣᏅ ᎤᏬᏂᏎ, ᏏᏲ || ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ || ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥᏱᎩ ᏂᎯ ᎢᏳᏍᏗ ᎠᏣᏗ."""" || He was afraid, but he swam up to the new fish and said in his tiny frightened voice, Hello || I am called Littlefish and I've never seen a fish like you."""""
8377,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎤᏍᎦᏃᎵ ᎾᎥᏂ ᎤᎷᏤ ᎤᏔᏂᏗᎨ ᎠᏣᏗ, ᎡᎳᏗ ᎢᏳᏍᏗ ᎤᏬᏂᏎ, ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ, ᎤᎬᏍᏕᎵ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ."""", The larger fish swam slowly up to him and said in a gravelly voice, Hello Littlefish","the Cherokee people call me Knottyhead.""""","ᎤᏍᎦᏃᎵ ᎾᎥᏂ ᎤᎷᏤ ᎤᏔᏂᏗᎨ ᎠᏣᏗ, ᎡᎳᏗ ᎢᏳᏍᏗ ᎤᏬᏂᏎ, ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ || ᎤᎬᏍᏕᎵ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ."""" || The larger fish swam slowly up to him and said in a gravelly voice, Hello Littlefish || the Cherokee people call me Knottyhead."""""
8379,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎦᎵᎡᎵᎩ ᏕᎩᎾᏦᏒᎢ ᎤᎬᏍᏕᎵ, ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ., Littlefish replied, It is very nice to meet you","Knottyhead.""""","ᎦᎵᎡᎵᎩ ᏕᎩᎾᏦᏒᎢ ᎤᎬᏍᏕᎵ ||  ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ. || Littlefish replied, It is very nice to meet you || Knottyhead."""""
8380,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏲᏎᎢ ᎬᏇᏓᏍᏗ ᏱᎨᏎ, ᏲᏎᎢ ᎬᏆᏛᎦᏍᏙᏗ ᎢygᎡᏎ ᏄᎾᏓᎴᎲ ᎠᏣᏗ ᏕᏣᏙᎥ ᎠᏎᏃ ᎤᏍᏗᎩ ᎢᏧᎳ ᎩᏂᏴᏍᏗ ᎠᎹ ᎦᏁᎲ, ᏫᏥ ᏫᏓᎦᏓᏬᎢ. ᏕᎾᏓᎪᎲᏳ ᎤᎬᏍᏕᎵ."""", I would like to stay and hear of all the different fish you have seen and met but this pond is too small for both of us, so I must swim on. Goodbye","Knottyhead.""""","ᏲᏎᎢ ᎬᏇᏓᏍᏗ ᏱᎨᏎ || ᏲᏎᎢ ᎬᏆᏛᎦᏍᏙᏗ ᎢygᎡᏎ ᏄᎾᏓᎴᎲ ᎠᏣᏗ ᏕᏣᏙᎥ ᎠᏎᏃ ᎤᏍᏗᎩ ᎢᏧᎳ ᎩᏂᏴᏍᏗ ᎠᎹ ᎦᏁᎲ || ᏫᏥ ᏫᏓᎦᏓᏬᎢ. ᏕᎾᏓᎪᎲᏳ ᎤᎬᏍᏕᎵ."""" || I would like to stay and hear of all the different fish you have seen and met but this pond is too small for both of us || so I must swim on. Goodbye || Knottyhead."""""
8384,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎠᏍᎦᎢᎮ ᎤᏍᏗ ᎠᏣᏗ ᎠᏎᏃ ᎾᎥᏂ ᏭᎷᏤ, ᏏᏲ, ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥ ᎠᏣᏗ ᏂᎯ ᎢᏳᏍᏗ."""", Littlefish was afraid but swam up to it anyway and said, Hello","I am called Littlefish and I have never seen a fish like you.""""","ᎠᏍᎦᎢᎮ ᎤᏍᏗ ᎠᏣᏗ ᎠᏎᏃ ᎾᎥᏂ ᏭᎷᏤ, ᏏᏲ || ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥ ᎠᏣᏗ ᏂᎯ ᎢᏳᏍᏗ."""" || Littlefish was afraid but swam up to it anyway and said, Hello || I am called Littlefish and I have never seen a fish like you."""""
8385,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ, ᏧᏩ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ ᏃᎴ ᎨᏍᏗ ᎠᏣᏗ ᏱᎩ ᎠᏯ, ᎠᏯᏃ ᎤᏔᏂᏓ ᏚᏪᎦ."""", Hello Littlefish, I am called Mud Dog by the Cherokee and I am not a fish","I am a large salamander.""""","ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ || ᏧᏩ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ ᏃᎴ ᎨᏍᏗ ᎠᏣᏗ ᏱᎩ ᎠᏯ || ᎠᏯᏃ ᎤᏔᏂᏓ ᏚᏪᎦ."""" || Hello Littlefish || I am called Mud Dog by the Cherokee and I am not a fish || I am a large salamander."""""
8386,accepted_after_repair,,news,domain_news|headline_like|named_entity_heavy,"ᏏᏲ ᏧᏩ, ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ.","Littlefish said, Hello Mud Dog.""""","ᏏᏲ ᏧᏩ ||  ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ. || Littlefish said, Hello Mud Dog."""""
8387,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎦᎵᎡᎵᎩ ᏥᏕᎾᏦᎯ, ᎠᏎᏃ ᏫᏥ ᏩᏆᏓᏬᏍᏗ."""", It's very nice to meet you","but I must swim on.""""","ᎦᎵᎡᎵᎩ ᏥᏕᎾᏦᎯ || ᎠᏎᏃ ᏫᏥ ᏩᏆᏓᏬᏍᏗ."""" || It's very nice to meet you || but I must swim on."""""
8393,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎦᏲᏟ ᎠᏍᎦᎢᎮ ᎤᏍᏗ ᎠᏣᏗ, ᎠᏎᏃ ᎾᎥᏂ ᏭᎷᏤ, ᏏᏲ, ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥ ᏱᎩ ᎠᏣᏗ ᏂᎯ ᎢᏳᏍᏗ."""", Littlefish was kind of afraid, but swam up to it and said, Hello","I'm called Littlefish and I've never seen a fish like you.""""","ᎦᏲᏟ ᎠᏍᎦᎢᎮ ᎤᏍᏗ ᎠᏣᏗ, ᎠᏎᏃ ᎾᎥᏂ ᏭᎷᏤ, ᏏᏲ || ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥ ᏱᎩ ᎠᏣᏗ ᏂᎯ ᎢᏳᏍᏗ."""" || Littlefish was kind of afraid, but swam up to it and said, Hello || I'm called Littlefish and I've never seen a fish like you."""""
8394,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎤᏓᎴᏨ ᎩᎦᎨ ᎠᏣᏗ ᏚᏩᏓᎷᏯᏛ ᎢᏧᏩᏂ ᏄᏪᏎ, ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ, ᏥᏍᏆᎸᎾ ᎬᏉᏎᎰ ᏚᏅᏓᏒ ᎠᏁᎯ."""", The red fish with the strange fins replied, Hello Littlefish","the people of the mountains call me Crawdaddy.""""","ᎤᏓᎴᏨ ᎩᎦᎨ ᎠᏣᏗ ᏚᏩᏓᎷᏯᏛ ᎢᏧᏩᏂ ᏄᏪᏎ, ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ || ᏥᏍᏆᎸᎾ ᎬᏉᏎᎰ ᏚᏅᏓᏒ ᎠᏁᎯ."""" || The red fish with the strange fins replied, Hello Littlefish || the people of the mountains call me Crawdaddy."""""
